X0,X1,X2,X3,Y
85,96,66,96,4,0
35,90,8,23,62,1
37,32,27,59,47,0
13,92,56,12,95,1
81,95,93,85,88,0
29,41,4,28,94,1
96,19,29,15,53,0
56,56,12,32,80,1
83,93,60,20,43,1
5,27,93,35,35,0
34,26,61,23,87,1
96,39,84,40,13,1
3,55,48,77,90,1
90,37,94,37,91,1
8,10,84,96,13,1
57,4,9,78,24,1
28,73,90,42,65,0
21,40,17,68,39,1
8,73,50,82,19,0
82,13,65,10,50,1
41,96,32,12,54,1
30,8,98,38,61,1
0,99,92,87,29,0
96,81,86,3,27,0
81,19,59,0,83,1
92,48,93,48,24,1
62,45,57,57,86,1
14,93,93,15,96,0
54,16,21,64,41,0
20,50,13,73,44,0
99,61,38,30,96,1
55,47,70,62,75,0
18,83,81,82,63,0
1,85,98,30,0,0
11,67,68,34,4,0
64,82,40,19,53,1
7,9,15,86,7,1
82,92,91,45,27,1
29,59,76,90,31,0
67,60,49,92,10,1
26,63,7,32,28,1
41,35,11,41,72,0
79,96,48,20,23,1
78,44,78,70,62,0
74,19,7,72,22,1
68,75,12,68,10,1
39,43,91,93,17,0
2,63,87,18,50,1
58,90,85,24,45,1
64,24,7,63,86,0
17,42,58,57,80,0
56,41,50,9,32,0
41,94,72,9,39,1
17,59,26,25,65,1
70,48,0,52,36,0
23,50,82,85,76,1
68,94,17,39,24,1
32,95,82,21,47,0
36,92,67,68,70,0
54,89,71,11,5,1
84,94,53,42,49,0
91,22,39,25,74,0
95,59,91,96,49,1
36,32,83,59,6,0
91,80,62,11,32,1
71,55,13,15,65,1
14,13,41,57,61,1
0,16,3,48,93,0
48,83,17,71,78,0
44,1,84,24,66,1
6,5,7,93,55,0
56,55,99,16,71,1
44,13,10,97,65,1
7,81,3,95,87,1
89,51,13,72,98,0
63,99,56,69,34,1
62,75,20,39,48,1
17,1,10,31,6,1
67,7,1,84,64,1
98,37,45,68,53,1
45,0,64,85,14,0
6,27,67,75,99,0
84,32,29,95,3,1
80,28,24,76,61,0
9,44,61,55,53,1
5,59,17,25,38,1
90,47,9,67,75,1
45,26,29,58,49,0
28,77,79,90,56,0
82,20,8,40,20,0
80,87,64,53,15,0
84,14,57,87,68,0
6,18,96,19,28,1
95,24,48,12,7,0
42,52,98,44,2,0
7,23,25,93,13,1
91,33,82,38,22,1
43,95,41,73,40,0
42,75,99,8,75,0
83,40,38,63,24,1
32,71,45,67,64,0
12,74,25,65,97,1
26,71,92,24,65,1
76,9,8,44,31,1
74,64,14,45,3,1
50,37,15,78,2,1
8,88,43,67,98,0
45,46,43,25,48,0
16,64,32,36,24,1
76,92,92,77,49,1
20,12,26,1,66,0
11,16,15,6,14,0
53,83,13,93,65,0
13,54,3,88,1,1
30,24,65,47,48,1
31,46,75,30,19,1
73,52,1,36,9,1
53,20,57,47,98,1
26,60,15,82,81,1
73,99,82,56,64,1
77,80,9,4,77,1
66,18,58,77,86,1
52,80,28,15,18,1
21,49,43,22,41,1
30,82,46,26,36,0
92,48,7,96,19,0
87,26,79,20,56,1
32,59,95,46,80,1
22,59,9,82,71,0
35,19,38,90,84,1
29,5,22,94,85,0
58,1,68,85,86,1
57,52,56,44,58,0
96,52,98,4,65,0
92,23,96,74,29,1
29,79,42,19,87,0
93,49,68,0,8,1
43,22,23,8,3,1
23,70,46,3,80,1
12,1,33,81,58,0
79,48,16,69,80,1
1,42,39,86,32,0
75,54,50,64,95,1
43,82,31,16,3,0
98,73,83,46,26,1
61,3,0,22,54,0
78,38,69,4,37,0
69,46,66,2,67,1
68,90,27,71,46,0
17,98,13,47,85,1
36,18,86,64,43,1
17,59,92,7,50,0
28,86,54,55,15,0
69,81,52,97,18,1
91,99,83,72,85,0
39,77,37,63,18,1
28,61,71,66,37,1
86,80,20,76,69,0
24,5,3,46,4,1
65,78,62,40,18,1
63,2,96,29,71,1
75,48,65,39,47,1
78,28,46,34,69,0
70,45,17,27,3,0
44,89,76,99,18,1
52,94,60,38,54,1
10,71,26,73,52,1
90,50,81,47,33,1
76,10,38,45,52,1
97,21,68,3,43,0
46,17,93,56,42,1
50,25,40,63,59,1
49,36,78,29,36,1
53,86,62,34,98,1
6,75,60,6,85,1
41,49,55,8,63,1
72,88,2,18,95,0
13,90,24,94,75,1
2,48,96,22,7,1
38,78,57,74,33,1
77,40,49,96,17,0
93,15,50,39,0,1
80,72,88,47,44,1
99,43,48,60,37,1
19,40,0,2,53,0
54,77,92,82,77,0
8,84,32,44,88,1
12,33,57,90,25,0
53,9,30,38,17,0
16,17,83,0,84,0
16,42,29,36,53,1
56,50,73,96,39,0
63,64,56,68,15,1
5,3,81,3,64,0
14,80,4,58,9,1
5,48,13,60,99,1
93,85,81,9,7,1
96,64,24,98,18,0
78,48,16,57,92,1
76,31,18,44,32,0
98,9,17,12,9,1
71,99,4,59,96,1
41,15,11,67,70,1
21,46,72,88,7,0
62,89,8,82,92,0
74,76,43,31,50,0
37,86,44,48,71,0
41,65,7,18,42,1
75,41,97,12,19,0
71,43,35,0,80,1
77,99,65,49,78,1
25,51,8,0,62,1
58,27,23,17,39,1
90,45,68,4,70,1
2,6,17,94,77,1
53,48,66,6,17,0
80,5,38,36,79,1
87,12,41,49,70,1
78,12,57,93,94,0
43,7,30,81,15,1
32,67,60,39,0,1
65,68,53,66,25,1
96,44,7,19,98,1
55,40,10,13,59,0
43,19,28,11,0,1
56,54,20,50,98,0
46,14,78,67,44,1
67,50,35,85,44,1
40,55,18,46,0,1
42,65,72,26,70,1
82,16,54,37,93,1
69,10,33,72,94,1
4,73,3,7,74,1
53,23,76,84,19,1
67,44,46,28,2,1
21,78,82,25,94,1
27,51,3,5,50,1
52,27,70,40,2,0
54,10,25,37,54,0
81,42,67,92,88,0
89,52,48,83,18,1
78,6,68,73,78,1
64,37,12,92,53,0
37,82,7,66,74,1
21,91,99,32,2,1
78,71,81,81,86,0
60,82,15,83,38,1
74,13,41,52,31,1
14,93,86,90,84,0
95,40,21,42,51,1
98,47,35,2,23,0
26,77,36,53,32,0
27,30,42,8,67,1
49,85,12,87,52,0
90,47,82,43,67,1
51,37,89,41,60,1
10,69,17,72,10,0
85,16,50,33,41,1
80,49,19,33,74,1
48,66,82,16,6,0
89,13,95,47,2,1
25,21,99,87,96,1
93,90,20,89,5,1
42,24,70,13,26,1
8,38,88,85,37,1
1,16,46,11,26,1
84,44,78,19,20,1
70,1,51,65,60,1
3,20,38,82,67,0
53,29,69,61,55,1
54,66,93,8,96,1
36,80,60,54,84,1
10,50,78,54,15,1
59,48,28,40,59,1
73,27,51,47,94,1
77,69,8,79,24,1
86,75,0,70,41,1
35,37,68,22,84,0
98,34,56,4,46,1
96,65,45,63,93,1
14,68,9,43,4,1
60,11,1,91,10,0
48,57,99,38,92,1
95,83,87,10,69,1
99,89,8,3,84,1
91,52,71,45,97,0
61,85,28,13,17,1
54,90,6,87,35,1
91,56,91,5,79,1
42,12,66,76,79,1
66,3,22,74,21,1
20,97,25,86,50,1
7,18,84,32,47,1
81,12,61,58,76,1
18,38,15,7,42,1
10,75,95,99,5,1
14,82,10,51,59,1
67,13,15,84,16,1
86,58,9,50,45,0
46,61,31,73,59,0
92,23,73,67,46,1
40,56,2,53,31,1
38,19,90,27,23,1
1,40,44,17,85,0
28,31,86,40,38,0
12,43,96,5,50,1
66,46,58,46,51,1
0,10,88,77,5,1
2,59,49,4,85,0
0,99,52,49,85,1
3,63,59,64,34,1
75,84,27,66,3,1
7,88,91,72,35,1
99,64,77,10,40,1
83,31,73,99,98,1
9,61,34,91,15,1
70,56,35,81,7,1
69,70,21,25,12,1
13,49,98,99,33,1
31,24,2,50,32,1
5,63,27,26,23,1
38,46,99,33,56,1
22,70,55,56,19,0
98,11,6,97,53,1
23,16,46,80,14,1
94,12,82,87,68,1
80,54,7,43,62,1
76,33,52,76,49,1
58,14,0,74,7,1
31,78,10,81,66,0
63,25,81,45,17,1
39,17,41,90,51,1
33,75,9,22,52,1
19,31,87,10,95,1
45,58,28,18,70,1
66,78,72,96,72,1
30,55,56,30,42,1
99,97,19,76,12,1
57,41,54,81,26,1
58,51,14,95,87,1
26,42,37,37,68,1
49,32,41,50,74,1
76,92,6,5,49,1
26,51,33,42,21,0
92,94,64,6,3,1
31,77,87,29,72,0
65,59,30,63,18,1
66,68,66,77,19,1
96,96,51,82,88,1
52,17,52,32,79,1
76,86,59,20,49,1
46,7,42,90,2,1
34,53,53,85,71,1
13,89,46,2,73,1
77,58,67,65,45,1
52,39,24,78,96,1
61,24,35,59,15,1
3,6,60,40,16,1
4,24,35,98,98,1
70,73,61,47,25,1
64,66,3,11,77,1
35,58,23,67,92,1
32,15,80,6,55,1
41,13,51,92,6,1
81,35,18,13,46,1
93,39,18,68,16,1
25,48,61,31,46,1
23,52,37,88,13,1
81,94,62,91,65,1
93,84,46,93,56,1
92,46,24,63,61,1
24,64,60,94,54,0
26,35,64,52,27,1
99,3,91,29,14,1
1,33,35,8,76,1
98,18,28,49,15,1
69,27,40,44,11,1
95,68,9,39,44,1
92,8,96,23,25,1
59,51,47,13,43,1
49,35,25,11,19,1
43,45,59,28,62,0
25,94,8,24,40,1
23,87,44,12,13,1
28,89,71,16,50,1
62,98,5,19,12,1
2,40,40,98,12,1
24,64,25,16,74,1
41,7,13,9,70,1
81,16,14,8,74,1
94,49,58,35,5,1
58,64,42,89,2,1
6,55,90,26,70,1
98,35,94,45,72,1
88,62,22,76,40,1
73,36,91,76,71,1
53,13,36,86,22,1
39,43,43,15,81,1
83,65,83,6,68,1
24,7,64,67,40,1
43,25,38,91,93,1
2,2,96,24,41,1
50,10,55,50,0,1
59,84,26,36,8,0
7,54,91,49,54,1
32,84,76,85,5,1
12,87,38,7,28,1
68,59,19,6,14,1
59,51,51,40,51,1
15,27,33,75,61,0
16,78,4,93,60,1
12,39,26,52,5,1
57,0,25,20,51,1
61,33,97,53,56,1
85,36,94,66,94,1
51,2,10,82,10,1
20,14,92,97,96,1
58,47,6,20,30,1
78,92,66,26,85,1
1,84,51,13,4,1
8,56,46,33,78,1
96,70,60,47,33,0
90,56,73,4,47,1
45,68,73,84,94,1
7,23,62,33,48,1
0,31,73,5,1,1
82,95,12,55,49,1
4,18,29,20,62,1
79,31,29,17,86,1
60,94,89,56,33,1
55,89,73,74,16,1
87,2,86,10,74,1
88,92,21,76,69,1
24,54,18,48,98,1
40,39,15,75,91,1
98,21,39,34,10,1
44,66,83,9,40,1
63,94,74,4,52,1
91,32,34,71,7,1
43,45,19,41,24,1
30,15,74,46,46,1
67,92,95,50,39,1
43,58,87,34,96,1
77,47,86,97,4,1
95,9,15,4,44,1
81,34,60,9,15,1
69,89,43,67,46,1
13,86,43,21,6,1
38,12,96,41,52,1
76,85,22,15,56,1
81,97,23,68,0,1
26,33,79,26,40,1
72,85,65,89,67,1
35,33,14,61,66,1
53,7,9,15,83,1
45,93,7,94,35,1
10,7,11,34,60,1
67,27,93,58,43,1
62,21,40,44,57,1
49,80,0,33,51,1
88,72,52,12,13,1
31,94,1,19,60,1
19,4,18,41,35,1
83,19,87,23,60,1
35,7,49,64,53,1
5,74,78,33,23,1
88,4,58,42,44,1
1,41,8,48,57,1
32,1,58,20,85,1
71,13,7,71,37,1
12,48,71,53,29,1
71,56,41,34,85,1
3,29,69,93,28,1
24,5,81,87,96,1
80,77,24,76,86,1
93,33,93,98,82,1
20,37,21,1,29,1
2,96,59,71,70,1
70,30,79,59,56,1
41,64,42,51,77,1
65,23,2,55,56,1
15,85,16,99,64,1
40,67,55,92,16,1
98,16,44,17,11,1
39,82,20,26,13,1
39,78,45,85,40,1
71,3,80,94,48,1
45,82,12,2,38,1
21,38,52,68,1,1
59,87,31,26,88,1
79,51,11,35,74,1
79,26,98,11,41,1
5,14,52,48,47,1
75,54,4,84,9,1
72,46,72,25,23,1
77,92,73,13,90,1
86,63,84,62,63,1
79,53,52,3,86,1
84,8,15,72,40,1
65,42,37,23,82,1
72,51,60,77,88,1
49,2,57,26,30,1
6,11,47,24,2,1
27,79,70,61,68,1
22,52,23,23,97,1
5,51,15,26,23,1
